name	dataset	audio_path	video_path	mel_mean_path	mel_diff_path	duration
177	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000177.wav	/home/h-okano/DiffBinaural/dataset/videos/000177	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000177_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000177_mel.npy	10.005313
1131	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001131.wav	/home/h-okano/DiffBinaural/dataset/videos/001131	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001131_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001131_mel.npy	10.005313
520	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000520.wav	/home/h-okano/DiffBinaural/dataset/videos/000520	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000520_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000520_mel.npy	9.984
853	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000853.wav	/home/h-okano/DiffBinaural/dataset/videos/000853	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000853_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000853_mel.npy	10.005313
1578	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001578.wav	/home/h-okano/DiffBinaural/dataset/videos/001578	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001578_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001578_mel.npy	9.984
1524	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001524.wav	/home/h-okano/DiffBinaural/dataset/videos/001524	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001524_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001524_mel.npy	10.005313
355	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000355.wav	/home/h-okano/DiffBinaural/dataset/videos/000355	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000355_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000355_mel.npy	10.005313
1270	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001270.wav	/home/h-okano/DiffBinaural/dataset/videos/001270	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001270_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001270_mel.npy	10.005313
740	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000740.wav	/home/h-okano/DiffBinaural/dataset/videos/000740	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000740_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000740_mel.npy	10.005313
407	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000407.wav	/home/h-okano/DiffBinaural/dataset/videos/000407	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000407_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000407_mel.npy	9.984
102	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000102.wav	/home/h-okano/DiffBinaural/dataset/videos/000102	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000102_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000102_mel.npy	10.005313
278	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000278.wav	/home/h-okano/DiffBinaural/dataset/videos/000278	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000278_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000278_mel.npy	10.005313
1322	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001322.wav	/home/h-okano/DiffBinaural/dataset/videos/001322	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001322_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001322_mel.npy	9.984
1721	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001721.wav	/home/h-okano/DiffBinaural/dataset/videos/001721	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001721_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001721_mel.npy	10.005313
617	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000617.wav	/home/h-okano/DiffBinaural/dataset/videos/000617	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000617_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000617_mel.npy	10.005313
1697	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001697.wav	/home/h-okano/DiffBinaural/dataset/videos/001697	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001697_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001697_mel.npy	9.984
737	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000737.wav	/home/h-okano/DiffBinaural/dataset/videos/000737	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000737_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000737_mel.npy	10.005313
1231	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001231.wav	/home/h-okano/DiffBinaural/dataset/videos/001231	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001231_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001231_mel.npy	10.005313
1475	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001475.wav	/home/h-okano/DiffBinaural/dataset/videos/001475	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001475_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001475_mel.npy	9.984
1156	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001156.wav	/home/h-okano/DiffBinaural/dataset/videos/001156	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001156_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001156_mel.npy	10.005313
549	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000549.wav	/home/h-okano/DiffBinaural/dataset/videos/000549	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000549_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000549_mel.npy	10.005313
1500	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001500.wav	/home/h-okano/DiffBinaural/dataset/videos/001500	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001500_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001500_mel.npy	10.005313
367	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000367.wav	/home/h-okano/DiffBinaural/dataset/videos/000367	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000367_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000367_mel.npy	9.984
1239	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001239.wav	/home/h-okano/DiffBinaural/dataset/videos/001239	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001239_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001239_mel.npy	10.005313
1862	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001862.wav	/home/h-okano/DiffBinaural/dataset/videos/001862	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001862_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001862_mel.npy	10.005313
13	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000013.wav	/home/h-okano/DiffBinaural/dataset/videos/000013	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000013_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000013_mel.npy	9.984
809	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000809.wav	/home/h-okano/DiffBinaural/dataset/videos/000809	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000809_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000809_mel.npy	9.984
1627	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001627.wav	/home/h-okano/DiffBinaural/dataset/videos/001627	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001627_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001627_mel.npy	10.005313
101	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000101.wav	/home/h-okano/DiffBinaural/dataset/videos/000101	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000101_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000101_mel.npy	9.984
118	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000118.wav	/home/h-okano/DiffBinaural/dataset/videos/000118	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000118_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000118_mel.npy	9.984
317	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000317.wav	/home/h-okano/DiffBinaural/dataset/videos/000317	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000317_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000317_mel.npy	9.984
342	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000342.wav	/home/h-okano/DiffBinaural/dataset/videos/000342	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000342_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000342_mel.npy	10.005313
645	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000645.wav	/home/h-okano/DiffBinaural/dataset/videos/000645	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000645_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000645_mel.npy	10.005313
106	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000106.wav	/home/h-okano/DiffBinaural/dataset/videos/000106	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000106_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000106_mel.npy	9.984
1345	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001345.wav	/home/h-okano/DiffBinaural/dataset/videos/001345	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001345_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001345_mel.npy	10.005313
308	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000308.wav	/home/h-okano/DiffBinaural/dataset/videos/000308	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000308_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000308_mel.npy	9.984
1277	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001277.wav	/home/h-okano/DiffBinaural/dataset/videos/001277	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001277_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001277_mel.npy	10.005313
902	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000902.wav	/home/h-okano/DiffBinaural/dataset/videos/000902	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000902_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000902_mel.npy	10.005313
1495	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001495.wav	/home/h-okano/DiffBinaural/dataset/videos/001495	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001495_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001495_mel.npy	10.005313
1100	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001100.wav	/home/h-okano/DiffBinaural/dataset/videos/001100	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001100_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001100_mel.npy	9.984
1046	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001046.wav	/home/h-okano/DiffBinaural/dataset/videos/001046	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001046_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001046_mel.npy	9.984
312	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000312.wav	/home/h-okano/DiffBinaural/dataset/videos/000312	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000312_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000312_mel.npy	10.005313
932	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000932.wav	/home/h-okano/DiffBinaural/dataset/videos/000932	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000932_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000932_mel.npy	10.005313
188	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000188.wav	/home/h-okano/DiffBinaural/dataset/videos/000188	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000188_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000188_mel.npy	10.005313
983	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000983.wav	/home/h-okano/DiffBinaural/dataset/videos/000983	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000983_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000983_mel.npy	10.005313
589	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000589.wav	/home/h-okano/DiffBinaural/dataset/videos/000589	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000589_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000589_mel.npy	10.005313
385	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000385.wav	/home/h-okano/DiffBinaural/dataset/videos/000385	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000385_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000385_mel.npy	10.005313
431	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000431.wav	/home/h-okano/DiffBinaural/dataset/videos/000431	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000431_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000431_mel.npy	9.984
1149	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001149.wav	/home/h-okano/DiffBinaural/dataset/videos/001149	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001149_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001149_mel.npy	10.005313
347	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000347.wav	/home/h-okano/DiffBinaural/dataset/videos/000347	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000347_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000347_mel.npy	9.984
880	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000880.wav	/home/h-okano/DiffBinaural/dataset/videos/000880	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000880_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000880_mel.npy	10.005313
1019	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001019.wav	/home/h-okano/DiffBinaural/dataset/videos/001019	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001019_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001019_mel.npy	9.984
1012	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001012.wav	/home/h-okano/DiffBinaural/dataset/videos/001012	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001012_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001012_mel.npy	10.005313
863	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000863.wav	/home/h-okano/DiffBinaural/dataset/videos/000863	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000863_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000863_mel.npy	10.005313
635	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000635.wav	/home/h-okano/DiffBinaural/dataset/videos/000635	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000635_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000635_mel.npy	10.005313
1674	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001674.wav	/home/h-okano/DiffBinaural/dataset/videos/001674	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001674_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001674_mel.npy	10.005313
587	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000587.wav	/home/h-okano/DiffBinaural/dataset/videos/000587	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000587_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000587_mel.npy	10.005313
1490	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001490.wav	/home/h-okano/DiffBinaural/dataset/videos/001490	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001490_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001490_mel.npy	9.984
323	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000323.wav	/home/h-okano/DiffBinaural/dataset/videos/000323	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000323_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000323_mel.npy	10.005313
1509	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001509.wav	/home/h-okano/DiffBinaural/dataset/videos/001509	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001509_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001509_mel.npy	10.005313
763	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000763.wav	/home/h-okano/DiffBinaural/dataset/videos/000763	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000763_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000763_mel.npy	10.005313
1521	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001521.wav	/home/h-okano/DiffBinaural/dataset/videos/001521	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001521_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001521_mel.npy	10.005313
1780	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001780.wav	/home/h-okano/DiffBinaural/dataset/videos/001780	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001780_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001780_mel.npy	10.005313
724	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000724.wav	/home/h-okano/DiffBinaural/dataset/videos/000724	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000724_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000724_mel.npy	9.984
1351	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001351.wav	/home/h-okano/DiffBinaural/dataset/videos/001351	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001351_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001351_mel.npy	10.005313
1861	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001861.wav	/home/h-okano/DiffBinaural/dataset/videos/001861	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001861_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001861_mel.npy	9.984
1563	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001563.wav	/home/h-okano/DiffBinaural/dataset/videos/001563	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001563_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001563_mel.npy	9.984
457	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000457.wav	/home/h-okano/DiffBinaural/dataset/videos/000457	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000457_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000457_mel.npy	10.005313
1326	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001326.wav	/home/h-okano/DiffBinaural/dataset/videos/001326	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001326_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001326_mel.npy	10.005313
1275	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001275.wav	/home/h-okano/DiffBinaural/dataset/videos/001275	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001275_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001275_mel.npy	10.005313
149	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000149.wav	/home/h-okano/DiffBinaural/dataset/videos/000149	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000149_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000149_mel.npy	10.005313
799	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000799.wav	/home/h-okano/DiffBinaural/dataset/videos/000799	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000799_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000799_mel.npy	9.984
1517	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001517.wav	/home/h-okano/DiffBinaural/dataset/videos/001517	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001517_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001517_mel.npy	10.005313
1423	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001423.wav	/home/h-okano/DiffBinaural/dataset/videos/001423	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001423_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001423_mel.npy	9.984
388	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000388.wav	/home/h-okano/DiffBinaural/dataset/videos/000388	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000388_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000388_mel.npy	10.005313
602	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000602.wav	/home/h-okano/DiffBinaural/dataset/videos/000602	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000602_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000602_mel.npy	9.984
466	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000466.wav	/home/h-okano/DiffBinaural/dataset/videos/000466	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000466_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000466_mel.npy	10.005313
541	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000541.wav	/home/h-okano/DiffBinaural/dataset/videos/000541	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000541_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000541_mel.npy	10.005313
377	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000377.wav	/home/h-okano/DiffBinaural/dataset/videos/000377	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000377_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000377_mel.npy	10.005313
1409	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001409.wav	/home/h-okano/DiffBinaural/dataset/videos/001409	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001409_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001409_mel.npy	9.984
57	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000057.wav	/home/h-okano/DiffBinaural/dataset/videos/000057	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000057_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000057_mel.npy	9.984
1255	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001255.wav	/home/h-okano/DiffBinaural/dataset/videos/001255	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001255_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001255_mel.npy	10.005313
1760	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001760.wav	/home/h-okano/DiffBinaural/dataset/videos/001760	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001760_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001760_mel.npy	9.984
994	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000994.wav	/home/h-okano/DiffBinaural/dataset/videos/000994	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000994_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000994_mel.npy	10.005313
1035	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001035.wav	/home/h-okano/DiffBinaural/dataset/videos/001035	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001035_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001035_mel.npy	10.005313
825	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000825.wav	/home/h-okano/DiffBinaural/dataset/videos/000825	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000825_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000825_mel.npy	10.005313
1846	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001846.wav	/home/h-okano/DiffBinaural/dataset/videos/001846	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001846_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001846_mel.npy	9.984
1639	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001639.wav	/home/h-okano/DiffBinaural/dataset/videos/001639	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001639_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001639_mel.npy	9.984
688	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/000688.wav	/home/h-okano/DiffBinaural/dataset/videos/000688	/home/h-okano/DiffBinaural/processed_data/melspec_mean/000688_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/000688_mel.npy	9.984
1000	FAIR-Play	/home/h-okano/DiffBinaural/dataset/binaural_audios_16000Hz/001000.wav	/home/h-okano/DiffBinaural/dataset/videos/001000	/home/h-okano/DiffBinaural/processed_data/melspec_mean/001000_mel.npy	/home/h-okano/DiffBinaural/processed_data/melspec_diff/001000_mel.npy	9.984
